Gene	Symbol	Mock.no4sU.A Readcount	Mock.1h.A Readcount	Mock.2h.A Readcount	Mock.2h.B Readcount	Mock.3h.A Readcount	Mock.4h.A Readcount	SARS.no4sU.A Readcount	SARS.1h.A Readcount	SARS.2h.A Readcount	SARS.2h.B Readcount	SARS.3h.A Readcount	SARS.4h.A Readcount	Mock.1h.A 0.05 quantile	Mock.1h.A Mean	Mock.1h.A MAP	Mock.1h.A 0.95 quantile	Mock.2h.A 0.05 quantile	Mock.2h.A Mean	Mock.2h.A MAP	Mock.2h.A 0.95 quantile	Mock.2h.B 0.05 quantile	Mock.2h.B Mean	Mock.2h.B MAP	Mock.2h.B 0.95 quantile	Mock.3h.A 0.05 quantile	Mock.3h.A Mean	Mock.3h.A MAP	Mock.3h.A 0.95 quantile	Mock.4h.A 0.05 quantile	Mock.4h.A Mean	Mock.4h.A MAP	Mock.4h.A 0.95 quantile	SARS.1h.A 0.05 quantile	SARS.1h.A Mean	SARS.1h.A MAP	SARS.1h.A 0.95 quantile	SARS.2h.A 0.05 quantile	SARS.2h.A Mean	SARS.2h.A MAP	SARS.2h.A 0.95 quantile	SARS.2h.B 0.05 quantile	SARS.2h.B Mean	SARS.2h.B MAP	SARS.2h.B 0.95 quantile	SARS.3h.A 0.05 quantile	SARS.3h.A Mean	SARS.3h.A MAP	SARS.3h.A 0.95 quantile	SARS.4h.A 0.05 quantile	SARS.4h.A Mean	SARS.4h.A MAP	SARS.4h.A 0.95 quantile	Mock.1h.A alpha	Mock.1h.A beta	Mock.2h.A alpha	Mock.2h.A beta	Mock.2h.B alpha	Mock.2h.B beta	Mock.3h.A alpha	Mock.3h.A beta	Mock.4h.A alpha	Mock.4h.A beta	SARS.1h.A alpha	SARS.1h.A beta	SARS.2h.A alpha	SARS.2h.A beta	SARS.2h.B alpha	SARS.2h.B beta	SARS.3h.A alpha	SARS.3h.A beta	SARS.4h.A alpha	SARS.4h.A beta	Length
ENSG00000160789	LMNA	1525.5	19740.5	19958	12950.5	25761.5	22925.3333	289	3549	4668	3919.5	1877.5	2289	0.0377	0.0417	0.0416	0.0459	0.1291	0.1352	0.1351	0.1413	0.1245	0.1318	0.1317	0.1393	0.1951	0.2013	0.2012	0.2074	0.236	0.2428	0.2427	0.2496	0.0725	0.0857	0.085	0.0998	0.3162	0.3357	0.3353	0.3553	0.2933	0.3139	0.3135	0.3348	0.334	0.3652	0.3644	0.3967	0.3778	0.4063	0.4058	0.435	265.3289	6099.2753	1155.3538	7391.4205	751.62	4950.5361	2316.2704	9192.5503	2619.8639	8171.3301	96.9049	1033.5079	529.2442	1047.7009	424.698	928.3321	232.9035	405.0357	322.8204	471.7909	3190
ENSG00000116260	QSOX1	1345	17781.3333	14755.3333	11470	24581.3333	20702	189	2313.5	2817	2772	1332	1875	0.0107	0.0131	0.013	0.0156	0.0638	0.0685	0.0684	0.0733	0.0525	0.0573	0.0572	0.0623	0.0993	0.1036	0.1035	0.1079	0.1367	0.1418	0.1418	0.147	0.0227	0.032	0.031	0.0425	0.1883	0.2065	0.206	0.2252	0.1795	0.1973	0.1967	0.2156	0.2576	0.2875	0.2866	0.318	0.3132	0.3392	0.3387	0.3656	75.3189	5678.2753	513.5978	6985.7181	345.5292	5682.1595	1424.5968	12330.2112	1764.2939	10676.657	27.2885	825.7375	270.0716	1037.819	258.844	1053.264	174.3801	432.3381	299.96	584.3588	9311
ENSG00000117394	SLC2A1	615	6785	6027.5	4979.5	9366.5	7407.5	138	1013	1595.5	1458	748.5	1004.5	0.0664	0.0742	0.0739	0.0823	0.3031	0.317	0.3169	0.3311	0.2573	0.2713	0.2711	0.2856	0.4102	0.422	0.4219	0.4338	0.5951	0.609	0.6089	0.6227	0.2136	0.2479	0.2464	0.2835	0.6956	0.7328	0.7327	0.7682	0.6259	0.6635	0.6633	0.7	0.7919	0.8462	0.8464	0.8931	0.9075	0.9556	0.9558	0.9839	217.6545	2717.6185	943.2575	2032.0897	726.5223	1951.0356	2000.5307	2740.4272	2053.6219	1318.8425	101.9135	309.2729	294.0331	107.3334	290.7609	147.5536	115.3146	21.0895	75.4353	3.7927	3667
ENSG00000078369	GNB1	604.5	6837.3333	5945.5	5352.5	10145.8333	8091.5	113.5	1802.5	1675.5	1904.5	775.5	922.1667	0.0136	0.0179	0.0176	0.0227	0.0862	0.0949	0.0946	0.1039	0.0702	0.0781	0.0778	0.0862	0.1273	0.1347	0.1345	0.1421	0.1861	0.1954	0.1952	0.2047	0.0357	0.0481	0.047	0.062	0.1567	0.1787	0.1778	0.2017	0.1527	0.1725	0.1718	0.1931	0.1824	0.2162	0.2145	0.2516	0.2648	0.2992	0.2981	0.3345	41.1934	2257.369	280.0195	2671.4104	236.322	2791.4565	774.9995	4980.431	957.9591	3945.7444	34.0334	673.3557	139.6004	641.5379	163.1635	782.6266	82.3767	298.7291	139.4423	326.6456	3145
ENSG00000142627	EPHA2	437	5674.5	7879.3333	5242	11396	8961.6667	346	1339	4760.3333	3521.8333	2194.5	2548.25	0.2914	0.3081	0.3078	0.3249	0.8039	0.8206	0.8206	0.8366	0.8141	0.8342	0.8342	0.8533	0.9007	0.9139	0.9139	0.9262	0.944	0.958	0.9581	0.97	0.5708	0.6172	0.6165	0.6623	0.9929	1	1	0.9999	0.9809	1	1	0.9995	0.9914	1	1	0.9998	0.994	1	1	0.9999	629.5973	1414.2532	1224.4958	267.8484	809.0539	160.9347	1197.6943	112.9646	615.7323	27.1376	187.8608	116.6409	426.323	1.0311	169.3585	1.1459	352.9955	1.0197	499.0062	1.0166	3964
ENSG00000065526	SPEN	234	2650	2193	1699.5	2927.3333	2907	167	1271.5	1626.5	1534	708.5	1117	0.1632	0.1823	0.1817	0.2021	0.6928	0.7235	0.7234	0.753	0.6629	0.6964	0.6962	0.7287	0.8598	0.8851	0.8852	0.9079	0.9431	0.9682	0.9681	0.9851	0.1167	0.1416	0.1401	0.1681	0.732	0.771	0.7709	0.8076	0.6768	0.7153	0.7151	0.752	0.9018	0.965	0.9682	0.9911	0.9833	1	1	0.9997	193.8407	869.3487	430.8987	164.8043	366.9119	160.0986	420.0256	54.6814	181.9334	6.2279	70.2637	425.9557	256.6417	76.3481	278.2378	110.8967	48.5056	2.2068	183.0731	1.0409	12232
ENSG00000163874	ZC3H12A	55	762	1101	760	1184	720.5	147.5	256	1305	917.5	617	768.5	0.6087	0.6706	0.6696	0.7291	0.9344	0.9851	0.9878	0.9959	0.872	0.9322	0.9326	0.9722	0.9168	0.9641	0.964	0.9883	0.9326	0.986	0.9906	0.9961	0.6212	0.7361	0.7336	0.8349	0.9863	1	1	0.9997	0.9793	1	1	0.9996	0.9844	1	1	0.9997	0.9869	1	1	0.9998	109.8898	54.0984	63.9957	1.7701	62.4754	4.7528	73.3727	3.1121	59.9834	1.6762	33.1072	11.999	221.2674	1.0293	146.8466	1.0412	192.0504	1.0171	229.9701	1.0183	2721
ENSG00000127603	MACF1	1725.2143	16568.2798	14598.9464	13401.4226	19299.875	16342.1151	632	6104.7571	6752.1032	7239.2619	2697.2857	3731.6905	0.0417	0.0457	0.0456	0.0499	0.3009	0.3097	0.3096	0.3185	0.285	0.2938	0.2937	0.3026	0.4775	0.4859	0.4859	0.4944	0.6655	0.6748	0.6748	0.684	0.0479	0.0551	0.0548	0.0628	0.4236	0.439	0.4388	0.4544	0.3336	0.3472	0.3471	0.3609	0.6253	0.6519	0.6517	0.6779	0.8279	0.8503	0.8504	0.8713	317.3471	6622.6464	2323.9617	5180.6751	2125.6735	5110.811	4602.6652	4869.2979	4671.4816	2251.2739	138.9169	2380.0999	1233.2552	1576.3001	1142.0367	2147.4031	576.4768	307.982	621.381	109.5306	24828
ENSG00000117450	PRDX1	857.5	8355.1667	6042.5	8590.5	15074.5	12190	129	926	994	1505	623.6667	897	0.0085	0.0114	0.0111	0.0146	0.0424	0.0481	0.0479	0.0542	0.0469	0.0518	0.0517	0.0569	0.0737	0.0781	0.078	0.0826	0.1043	0.1098	0.1097	0.1154	0.0196	0.0329	0.031	0.0491	0.0701	0.0889	0.0876	0.1094	0.1011	0.1185	0.1177	0.1369	0.0928	0.1192	0.1172	0.1479	0.1179	0.1412	0.1399	0.1659	37.8919	3291.0426	170.6316	3373.5748	273.0539	4995.5789	761.2954	8989.34	942.109	7639.8864	12.8418	376.1478	50.0684	512.9019	103.9858	773.3878	44.3983	328.0579	80.3559	488.824	1234
ENSG00000135862	LAMC1	704	7238	5777	5556.5	9388	7669	139	1802	1595.5	1984.5	704	889.5	0.024	0.0291	0.0289	0.0348	0.087	0.0956	0.0954	0.1046	0.0822	0.0904	0.0902	0.099	0.128	0.1356	0.1355	0.1433	0.1702	0.1794	0.1792	0.1887	0.0316	0.0436	0.0425	0.0571	0.1969	0.2212	0.2204	0.2463	0.1817	0.2024	0.2017	0.2236	0.263	0.3038	0.3022	0.3457	0.36	0.3994	0.3985	0.4392	76.4868	2546.9688	286.7537	2711.2384	283.0085	2846.2987	733.1901	4673.9775	838.8884	3838.5454	29.9617	656.8289	168.4183	593.0716	201.1506	792.9769	101.2884	232.2122	164.937	248.136	7889
ENSG00000058085	LAMC2	1135	11871	10406.8333	9404	16120.5	13770	285	1772.5	2265	2414	1109.5	1548	0.0067	0.0092	0.009	0.0119	0.0695	0.0753	0.0751	0.0812	0.0801	0.0863	0.0862	0.0928	0.1084	0.1138	0.1137	0.1192	0.1399	0.1462	0.1461	0.1525	0.0245	0.0352	0.034	0.0475	0.3005	0.3244	0.3239	0.3486	0.2507	0.2721	0.2716	0.2939	0.3615	0.3975	0.3966	0.4338	0.4833	0.5154	0.515	0.5473	32.7753	3541.9517	409.4405	5031.6446	458.015	4847.5018	1064.4754	8289.5791	1244.0372	7267.0169	24.2041	663.6458	332.5767	692.6624	312.0764	835.0745	196.783	298.4145	339.8183	319.635	5147
ENSG00000183853	KIRREL1	182	2090.5	1637	1393.5	2571.5	2123	143	561.5	842.5	819.5	519	945	0.0458	0.058	0.0571	0.0714	0.3256	0.3527	0.3521	0.3801	0.286	0.3135	0.3129	0.3416	0.4772	0.5002	0.5	0.5232	0.6473	0.673	0.673	0.6981	0.0478	0.0732	0.0699	0.1027	0.6442	0.6937	0.6933	0.7407	0.624	0.6728	0.6724	0.7194	0.9162	0.9795	0.9884	0.9952	0.9846	1	1	0.9997	52.3327	849.6063	292.4327	536.8355	235.9452	516.713	637.128	636.6421	621.1195	301.8662	17.6044	222.8071	170.8038	75.5458	175.4745	85.4721	47.5003	1.6632	198.088	1.0394	7519
ENSG00000142871	CYR61	346.3333	5476.5	5198.5	4333.5	6451	4704.5	565.5	2023	7914	7546.5	3367	4265.5	0.5317	0.5526	0.5524	0.5732	0.8981	0.9185	0.9185	0.9366	0.9153	0.936	0.9361	0.9537	0.9451	0.9621	0.9622	0.9759	0.9617	0.9816	0.9807	0.9924	0.7614	0.8003	0.8001	0.8362	0.9978	1	1	1	0.998	1	1	1	0.9955	1	1	0.9999	0.9977	1	1	1	860.6497	697.1079	502.8014	44.7839	408.0715	28.0729	397.5185	15.8085	214.6307	4.4982	246.8968	61.7629	1340.3671	1.0092	1510.6397	1.0077	669.212	1.0114	1332.0933	1.0056	2290
ENSG00000179862	CITED4	196	3662.5	3995.5	1917	4566.8333	3359	111	1171	1626	1372	733	654	0.1963	0.2172	0.2166	0.2388	0.548	0.574	0.5737	0.5996	0.5279	0.5647	0.5642	0.601	0.698	0.723	0.7229	0.7472	0.7815	0.8092	0.8092	0.8353	0.3003	0.3474	0.3454	0.3954	0.654	0.7017	0.7011	0.7468	0.6168	0.6698	0.6689	0.7201	0.7532	0.8328	0.8319	0.8982	0.8551	0.937	0.94	0.9818	221.5803	798.4914	568.5316	422.1354	280.081	215.9948	648.6536	248.6655	466.5223	110.1455	93.8512	176.4369	183.8966	78.3201	149.6113	73.9049	58.7587	11.946	37.0133	2.7577	1316
ENSG00000142676	RPL11	487.5	4259.5	4014.8333	4063	6609	6057	196	1779	2145	2813	907.5	1020	0.0174	0.0233	0.0228	0.0299	0.046	0.054	0.0536	0.0625	0.0384	0.0457	0.0453	0.0536	0.0668	0.0739	0.0737	0.0813	0.086	0.0939	0.0937	0.1021	0.0146	0.0239	0.0226	0.035	0.0573	0.0702	0.0694	0.084	0.0598	0.0712	0.0705	0.0833	0.0714	0.093	0.0912	0.1168	0.1257	0.1509	0.1495	0.1777	36.4343	1526.0943	108.5383	1902.1974	92.4468	1928.9745	261.6763	3278.7722	332.7431	3210.3662	14.3563	585.7888	69.6139	922.6419	91.7543	1197.4397	40.9671	399.3969	77.2356	434.577	994
ENSG00000127481	UBR4	571	6903.8333	5500	5221.5	8203	6696.5	296.5	1925	2353	2453	1126	1996.5	0.0143	0.0187	0.0184	0.0236	0.1486	0.1594	0.1591	0.1704	0.1377	0.1482	0.1479	0.159	0.2072	0.2169	0.2168	0.2268	0.2602	0.2716	0.2715	0.2831	0.034	0.0457	0.0447	0.0588	0.3914	0.4169	0.4165	0.4425	0.3497	0.3736	0.3732	0.3976	0.5631	0.6036	0.6032	0.6432	0.7745	0.8047	0.8048	0.8331	42.9013	2253.5572	485.9341	2563.5792	445.3243	2559.9273	1036.7665	3743.385	1110.6634	2979.0431	34.7905	725.9694	420.5458	588.3174	410.7241	688.8613	243.3737	159.9321	397.4082	96.5558	15906
ENSG00000188157	AGRN	1971.5	32875.5	29308.5	17766.3333	38639.6667	33400.5	606.5	10805.25	13203.5	11192.6667	5845.8333	6661.5	0.0141	0.0163	0.0162	0.0185	0.0808	0.0847	0.0846	0.0887	0.0614	0.0659	0.0658	0.0704	0.131	0.1351	0.135	0.1392	0.1915	0.1964	0.1964	0.2014	0.0199	0.0241	0.0239	0.0287	0.1343	0.142	0.1418	0.1498	0.1019	0.1095	0.1093	0.1172	0.2267	0.2411	0.2409	0.2557	0.342	0.3573	0.3571	0.3727	146.0678	8829.9993	1135.2433	12267.8944	538.0828	7631.5859	2557.632	16378.9296	3411.0296	13955.6268	77.6778	3141.4073	775.6018	4688.2311	498.5572	4056.3036	568.7866	1790.3186	936.5798	1684.7989	7394
ENSG00000117713	ARID1A	193	2189.8333	2092.5	1484.125	2578.3333	2370.5	105.5	1026	1373	1156.5	505	774.5	0.1195	0.1391	0.1382	0.1596	0.5733	0.6058	0.6055	0.6377	0.5207	0.5563	0.5559	0.5914	0.7586	0.787	0.787	0.8139	0.8839	0.9115	0.9117	0.9354	0.137	0.1676	0.1657	0.2002	0.633	0.6766	0.6762	0.7184	0.6458	0.692	0.6916	0.736	0.8282	0.9055	0.9063	0.9595	0.9724	1	1	0.9994	111.8399	692.4757	377.5478	245.8065	296.765	236.8096	465.5248	126.1561	298.2705	29.0998	63.0857	313.3623	219.1508	104.8875	195.2378	87.0332	47.4693	5.1254	111.9504	1.0737	8577
ENSG00000265972	TXNIP	157	2507.3333	1142	1554	2280.5	1973.5	161	2036.5	2066.3333	3436.5	1148	1426	0.3747	0.3979	0.3976	0.4213	0.7965	0.831	0.8312	0.8627	0.8152	0.8433	0.8436	0.8694	0.8714	0.8938	0.8941	0.9143	0.9432	0.9654	0.9657	0.9819	0.5185	0.5477	0.5474	0.5766	0.9059	0.9343	0.9346	0.9576	0.8565	0.8775	0.8776	0.8969	0.9642	1	1	0.9986	0.9934	1	1	0.9999	474.3957	717.8284	286.5648	58.4106	410.7946	76.4451	497.25	59.1907	230.5802	8.4357	433.9959	358.5349	230.1832	16.3258	624.9967	87.4011	100.9071	1.3759	455.6133	1.0178	2926
ENSG00000143442	POGZ	152	1451.5	1065	1032.5	1724.5	1377	112	670	916	1001.3333	428	609.5	0.1233	0.1445	0.1435	0.1669	0.5425	0.5799	0.5796	0.6167	0.4721	0.5083	0.5078	0.5441	0.6678	0.6967	0.6967	0.7246	0.7396	0.7699	0.7701	0.7988	0.1556	0.1911	0.1889	0.2288	0.6706	0.7158	0.7157	0.7588	0.6008	0.6426	0.6424	0.6832	0.7704	0.835	0.8357	0.8902	0.8858	0.9389	0.9399	0.9745	101.7041	601.9006	276.6487	200.5084	264.8404	256.3376	493.2528	214.8754	420.3522	125.7187	59.4343	251.6168	201.6976	80.1751	234.5037	130.5199	85.6625	17.0514	72.8173	4.9352	6626
ENSG00000116285	ERRFI1	116	1151.5	969.5	1067.5	1894	1492.5	118	670	954.5	1151	432	588.6667	0.4697	0.5081	0.5075	0.5463	0.8999	0.9404	0.941	0.9701	0.8775	0.9121	0.9126	0.9411	0.9462	0.9743	0.9737	0.9899	0.9505	0.9805	0.9792	0.9932	0.3897	0.4394	0.4381	0.4894	0.973	1	1	0.9994	0.9323	0.9752	0.9747	0.9925	0.9674	1	1	0.9993	0.9867	1	1	0.9998	233.8059	226.4187	113.9383	7.3882	193.9219	18.8323	142.4966	4.1535	125.1126	3.074	117.4176	149.8916	117.2399	1.115	79.7102	2.5691	94.7317	1.0775	227.3142	1.0223	3104
ENSG00000074800	ENO1	2724.5	30976.5	26448.3333	24543.1667	46741.8333	40581.3333	349.5	3492.5	4208	4297.5	2109.5	2804.5	0.0188	0.021	0.0209	0.0233	0.0641	0.0675	0.0675	0.071	0.0554	0.0587	0.0586	0.062	0.0909	0.0937	0.0937	0.0966	0.128	0.1315	0.1315	0.135	0.0569	0.0673	0.0667	0.0783	0.1513	0.1644	0.164	0.1777	0.1533	0.1664	0.166	0.1797	0.1569	0.1756	0.175	0.195	0.2097	0.2273	0.2269	0.2453	229.1353	10703.9203	971.481	13410.4642	794.2534	12740.3723	2565.4538	24804.0842	3364.2122	22217.976	100.0795	1387.7654	349.7087	1778.2091	358.1202	1794.7549	189.7612	890.8065	340.7212	1158.4584	2266
ENSG00000115760	BIRC6	221.5	1935	1381.5	1761	2505	1906.5	128.5	968.5	1084.5	1407	539	709.5	0.0267	0.0363	0.0355	0.0471	0.2964	0.323	0.3225	0.3501	0.266	0.2883	0.2879	0.311	0.4795	0.5012	0.5011	0.5229	0.6825	0.7069	0.707	0.7307	0.0451	0.0622	0.0605	0.0814	0.3448	0.3783	0.3776	0.4122	0.2956	0.3232	0.3226	0.3513	0.5769	0.6318	0.6314	0.6848	0.7662	0.8125	0.8128	0.8545	32.893	872.1651	264.6119	554.6777	315.9987	780.1198	719.844	716.4035	681.9314	282.8183	29.6322	446.4749	211.4013	347.5195	246.1672	515.6282	136.0857	79.393	171.1305	39.6151	15703
ENSG00000151693	ASAP2	266.5	2627.5	2276.1667	1931.5	2995.3333	2309.5	151	1048	994.5	1119.5	528.8333	699.5	0.054	0.0661	0.0654	0.0793	0.2804	0.3037	0.3032	0.3274	0.248	0.2703	0.2698	0.2931	0.492	0.514	0.5139	0.5359	0.7078	0.7331	0.7332	0.7576	0.0351	0.0516	0.0497	0.0706	0.4232	0.4659	0.465	0.5086	0.3331	0.3677	0.3669	0.4029	0.6254	0.6903	0.6899	0.7512	0.9077	0.9598	0.961	0.9872	68.6963	969.7544	313.7626	719.3457	283.397	765.1813	721.0297	681.7987	626.2065	228.0736	21.4964	394.6184	171.5859	196.8054	189.3241	325.5844	100.3712	45.1377	64.9424	3.0609	5712
ENSG00000084733	RAB10	404	4801.5	3892	3721.3333	6945	5323	101	983	992	1129.5	517.5	695	0.0068	0.0107	0.0102	0.0153	0.1033	0.1146	0.1142	0.1263	0.1089	0.1198	0.1195	0.1311	0.1711	0.1807	0.1805	0.1904	0.2707	0.2834	0.2833	0.2962	0.034	0.0503	0.0484	0.069	0.3037	0.3397	0.3387	0.3765	0.3008	0.333	0.3321	0.3657	0.3697	0.4222	0.4207	0.4752	0.5038	0.5506	0.55	0.5966	16.7402	1550.5986	238.2559	1841.0665	277.2883	2036.7633	769.2011	3488.3713	957.158	2419.9858	21.0296	397.039	155.1965	301.689	189.2528	379.2188	99.628	136.4136	170.5891	139.3378	3535
ENSG00000221978	CCNL2	193	2424.5	1748	1528	2638.3333	2280.5	111	1152.5	1252.5	1431	533.5	687	0.0502	0.062	0.0612	0.0748	0.4172	0.4456	0.4452	0.4741	0.3654	0.3941	0.3936	0.423	0.5996	0.6236	0.6235	0.6473	0.7074	0.7325	0.7326	0.7569	0.0578	0.077	0.0754	0.0985	0.4981	0.5367	0.5362	0.5749	0.4379	0.4723	0.4717	0.5066	0.6863	0.7479	0.7478	0.8045	0.8636	0.9182	0.9189	0.9588	63.981	967.6755	367.3736	457.1674	306.2205	470.8533	697.7999	421.2347	632.3522	230.9904	35.5449	425.6774	244.6546	211.293	269.9314	301.7323	108.5501	36.6966	80.7718	7.3527	4452
ENSG00000163399	ATP1A1	1365	16452.1667	13472.3333	12461.5	23997.6667	19978.3333	224	2893	2904.8333	3138	1387.1	1676.5	0.013	0.0156	0.0155	0.0184	0.0542	0.0587	0.0586	0.0634	0.0437	0.0478	0.0477	0.0521	0.0764	0.0801	0.0801	0.0839	0.1093	0.1139	0.1138	0.1185	0.0136	0.0205	0.0198	0.0287	0.0833	0.0955	0.095	0.1084	0.0868	0.0987	0.0983	0.1112	0.123	0.1436	0.1427	0.1653	0.1672	0.1877	0.187	0.2089	89.3437	5641.4339	421.3531	6753.5433	334.1463	6651.0257	1141.6161	13105.0756	1460.5703	11368.2644	19.4108	925.2612	142.0297	1344.7061	159.6631	1457.4499	106.2876	633.8151	177.8473	769.5471	3763
ENSG00000143384	MCL1	578.5	4979.5	4453.5	4785.1667	7523.8333	5884.5	239	1923.5	2494.5	3360.5	1153	1442	0.2408	0.256	0.2557	0.2713	0.7659	0.7863	0.7863	0.806	0.7548	0.7719	0.7719	0.7885	0.9085	0.9216	0.9217	0.9337	0.9504	0.9641	0.9643	0.9756	0.296	0.3227	0.3221	0.3497	0.833	0.8617	0.8618	0.8879	0.7962	0.8188	0.8189	0.8402	0.9139	0.9569	0.9571	0.9833	0.9759	1	1	0.9994	567.8209	1650.6786	884.9756	240.6223	1299.4063	384.1231	1133.4479	96.6333	563.1766	21.1024	264.2484	554.788	367.6936	59.1592	678.3861	150.2591	88.6778	4.2655	137.0766	1.1832	3932
ENSG00000197956	S100A6	2295	28795.5	27026	20447.25	36431.3333	36841.6667	402	4077	5747.8333	5061	2128	3002	0.0096	0.0114	0.0113	0.0135	0.0424	0.0453	0.0453	0.0484	0.0374	0.0407	0.0406	0.044	0.0568	0.0596	0.0596	0.0625	0.0775	0.0806	0.0806	0.0837	0.0317	0.04	0.0394	0.049	0.1142	0.1247	0.1244	0.1355	0.1146	0.126	0.1256	0.1377	0.1361	0.1548	0.1541	0.1743	0.1315	0.1464	0.1459	0.1619	91.6687	7922.7492	580.1121	12212.0876	394.218	9293.3195	1110.8441	17516.5516	1672.456	19078.1288	55.2637	1326.7774	326.3472	2290.6953	281.1747	1951.2626	149.994	818.9019	212.8851	1240.9957	673
ENSG00000116133	DHCR24	1874	22018.5	18819	16697	32199.5	27084	282	3720	3797	4050	1776	2333	0.0156	0.018	0.0179	0.0205	0.1147	0.1199	0.1198	0.1251	0.1001	0.1052	0.1051	0.1104	0.1773	0.1818	0.1818	0.1864	0.2642	0.2699	0.2698	0.2755	0.023	0.0301	0.0296	0.038	0.2036	0.219	0.2187	0.2348	0.1884	0.2028	0.2025	0.2176	0.256	0.2806	0.28	0.3056	0.3847	0.4086	0.4082	0.4326	144.9407	7922.7033	1268.3291	9310.0306	1019.5442	8670.1447	3487.6063	15693.2941	4531.9008	12261.75	42.4316	1366.5151	417.0939	1487.4452	416.331	1636.4206	248.7799	637.972	465.8645	674.4626	4250
ENSG00000197747	S100A10	687.5	7381.5	6950.5	5824.5	10472.5	10004	117	1106.5	1384.8333	1346	528.5	725	0.0259	0.0313	0.031	0.0373	0.0676	0.0749	0.0747	0.0826	0.0665	0.0742	0.074	0.0823	0.0892	0.0958	0.0956	0.1025	0.1246	0.1321	0.1319	0.1397	0.0481	0.0681	0.0661	0.0908	0.2228	0.2527	0.2516	0.2834	0.251	0.2826	0.2815	0.315	0.196	0.2424	0.2395	0.2913	0.2342	0.2748	0.273	0.317	78.9862	2440.5748	249.64	3082.9389	220.024	2744.2032	500.2449	4723.7256	714.628	4697.0665	25.4696	348.2011	140.0678	414.4173	150.8751	383.0977	52.8142	165.1535	86.3019	227.7793	1202
ENSG00000163191	S100A11	875.5	10376.5833	8049.5	7570.6667	13458.5	12335.9167	109	1138	1463.5	1402	692.5	885.3333	0.0129	0.0162	0.016	0.0198	0.0559	0.0619	0.0617	0.0682	0.0537	0.0596	0.0594	0.0658	0.0842	0.0895	0.0894	0.0949	0.1117	0.1178	0.1177	0.124	0.0397	0.0565	0.0548	0.0758	0.1241	0.1452	0.1441	0.1673	0.126	0.1477	0.1467	0.1706	0.122	0.1525	0.1504	0.1852	0.1419	0.1698	0.1682	0.1992	58.3184	3539.6933	257.8232	3905.731	246.0167	3879.1727	680.7631	6927.611	880.8033	6595.7599	24.8345	414.1054	103.9299	612.1033	101.0176	582.8935	53.0229	294.7597	78.5847	384.4078	594
ENSG00000158615	PPP1R15B	177	2000.5	1554.5	1663.5	2763	2287	172	969.5	1382.5	1712.5	766	1090	0.2247	0.2473	0.2466	0.2703	0.752	0.7834	0.7835	0.8131	0.7397	0.7686	0.7687	0.7963	0.886	0.907	0.9072	0.9258	0.9493	0.9727	0.9727	0.9878	0.303	0.3399	0.3388	0.3774	0.9346	0.9752	0.9745	0.9923	0.8634	0.8951	0.8954	0.9228	0.977	1	1	0.9995	0.9846	1	1	0.9997	239.4875	729.1675	384.9224	106.5323	460.2559	138.6513	521.0034	53.5917	188.8261	5.5784	148.9493	289.421	85.5464	2.7016	256.714	30.2158	134.681	1.0759	200.4853	1.056	5227
ENSG00000143321	HDGF	865	11898.5	10720.5	8024.5	15669.8333	12552.3333	186	2442.5	2797.5	2753	1260	1418	0.0205	0.0246	0.0244	0.0289	0.0851	0.0921	0.0919	0.0994	0.0832	0.0906	0.0904	0.0983	0.1254	0.1315	0.1314	0.1378	0.1768	0.1844	0.1843	0.1922	0.0399	0.0517	0.0508	0.0648	0.2038	0.224	0.2234	0.2448	0.183	0.2021	0.2015	0.2217	0.2174	0.2479	0.2468	0.2794	0.2849	0.3153	0.3145	0.3462	89.7632	3563.3514	409.862	4039.2549	352.8821	3539.908	1056.7982	6978.2534	1263.0499	5585.648	44.0026	806.1087	250.4222	867.5671	234.9865	927.8493	130.1239	394.867	195.6558	424.9868	2380
ENSG00000182795	C1orf116	227	3269	2922	2248.5	3631.5	2833.5	106	1097.5	1944.5	1932	695	676	0.1212	0.1362	0.1357	0.1518	0.7026	0.7287	0.7287	0.754	0.6376	0.6659	0.6658	0.6936	0.8211	0.8429	0.843	0.8635	0.9087	0.9317	0.932	0.9514	0.2487	0.285	0.2836	0.3223	0.8629	0.8991	0.8992	0.93	0.8235	0.8591	0.8591	0.891	0.9235	0.9837	0.9928	0.9959	0.9643	1	1	0.9991	184.819	1171.8826	590.041	219.7672	510.9803	256.4793	668.4169	124.6932	349.8089	25.7828	115.8138	290.6842	194.6794	21.9903	245.9633	40.4824	51.0332	1.6034	88.9208	1.1258	5493
ENSG00000180667	YOD1	67	725	355.5	566.75	760.5	595	102	691	675	1201	354	452	0.6048	0.6528	0.6525	0.699	0.8462	0.9121	0.9138	0.9596	0.8955	0.9413	0.9425	0.9734	0.9141	0.9513	0.9523	0.9774	0.9646	1	1	0.9988	0.6535	0.7046	0.7044	0.753	0.9775	1	1	0.9995	0.9776	1	1	0.9994	0.9586	1	1	0.999	0.9627	1	1	0.999	179.8741	95.766	60.1464	5.9509	91.0546	5.8515	117.3496	6.1897	98.9623	1.31	159.7125	67.0562	137.2537	1.0646	144.4815	1.1475	76.7784	1.1346	87.1723	1.1675	6291
